fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20240504 190758	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	686	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.011751389852705	0.670336341108186	386	635	13574	61200458.7706147	11
20240504 191419	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	174	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0690757907559489	0.540137471200105	1291	1493	12042	61006653.6731634	12
20240504 191813	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	446	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.345741345317179	0.872193432544878	239	1780	14574	52179289.3553223	13
20240504 191931	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	155	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.457335316358395	0.621207776580988	19	1912	11467	52907005.9970015	14
20240504 192443	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	623	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0714556652002568	0.831397344219882	1983	1613	12638	59038983.5082459	15
20240504 192805	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	143	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.296042170594859	0.643470694332361	977	197	13043	52233458.7706147	16
20240504 194020	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1012	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0100054414096584	0.522587772262144	836	1045	10700	62307976.011994	17
20240504 200221	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2332	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0100138404734208	0.50008047154326	1117	938	13413	59930475.2623688	18
20240504 201437	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1699	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0100352996944332	0.536841726550493	81	1564	10433	62531164.9175412	19
20240504 201906	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	18	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0100247827000705	0.508385108567786	9	1682	11110	53016446.7766117	20
20240504 202736	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	825	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0100132244691815	0.678026928141681	1143	641	13714	61538239.88006	21
20240504 204457	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2427	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0100167041491155	0.69593207888719	1151	589	13268	58771532.2338831	22
20240504 205323	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1050	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0103251513864984	0.628329444786743	1122	781	11463	61989710.6446777	23
20240504 210013	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	823	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0119097148671375	0.634838806451541	1028	907	12266	62109766.1169415	24
20240504 210754	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	969	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0100416888083742	0.647440023027133	1019	930	12505	62024550.2248876	25
20240504 211546	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	957	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0100144260934054	0.656463351286477	1023	959	12110	61878635.6821589	26
20240504 212606	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1375	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0100527026844109	0.657650391795967	1011	963	11393	61730685.1574213	27
20240504 213430	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1139	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.01001257865039	0.665540743956025	1002	976	11498	61384380.8095952	28
20240504 214201	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	935	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0101162448466235	0.667515141209428	983	981	11259	62262100.4497751	29
20240504 214929	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	933	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.010002088418738	0.680627545801171	977	1001	11821	62512892.053973	30
20240504 215627	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	881	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0100335014488007	0.69888750412521	952	1020	12136	62401055.4722639	31
20240504 220439	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1181	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0100428316526287	0.72735567470362	934	1044	12517	62038805.0974513	32
20240504 221324	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1234	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.010051199369061	0.739294117337826	923	1052	11523	62484253.3733133	33
20240504 222020	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	833	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0101362652974257	0.770605479129369	897	1066	11744	62416275.862069	34
20240504 222814	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1095	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0100163666133809	0.78106042036504	882	1075	11588	61875220.3898051	35
20240504 223858	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2001	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0101346035319413	0.632830038677987	316	1402	11369	61796748.125937	36
20240504 225325	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2737	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0101073685673441	0.76259896550347	833	1114	10753	60378841.0794603	37
20240504 230041	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	975	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0100644450929271	0.709320809794042	865	1079	12255	62832001.4992504	38
20240504 231334	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2013	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0100119174174302	0.713094953985441	871	1092	11678	61277364.3178411	39
20240504 232027	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	902	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0100126093997219	0.709844850398474	858	1086	11591	62289008.9955022	40
20240504 232740	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	994	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0100363159506818	0.711481670060873	846	1082	11398	62369538.2308846	41
20240504 234152	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2615	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0100027177638167	0.704141309889205	853	1097	11390	61310179.910045	42
20240504 235622	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2615	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0100027177638167	0.704141309889205	853	1097	11390	61310179.910045	43
20240505 000337	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	953	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0100448781950222	0.701256747700193	859	1093	11479	62516283.3583208	44
20240505 000644	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	52	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0102264205130472	0.563784418441014	12	1045	12546	53878641.6791604	45
20240505 001752	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1267	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0101847092756652	0.54224301889534	587	1510	11473	62652064.4677661	46
20240505 002103	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	355	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.128968083493091	0.594106778863043	195	1515	13080	58989145.4272864	47
20240505 002716	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	595	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0123342495387928	0.750348263763877	776	738	11937	61584202.3988006	48
20240505 003322	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	981	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0170578824541339	0.720718565835257	320	1538	10785	61942451.2743628	49
20240505 003656	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	7	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0104825288394958	0.544004980670208	30	1485	14622	54237448.2758621	50
20240505 004415	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1214	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0100188285983192	0.713098857730401	951	1511	11596	62667232.3838081	51
20240505 005154	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1214	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0100188285983192	0.713098857730401	951	1511	11596	62667232.3838081	52
20240505 010009	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1367	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0100045499051816	0.705115311929822	924	1527	11460	62569025.4872564	53
20240505 011441	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2884	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0100941521674497	0.688141360976732	826	1460	11892	60691076.4617691	54
20240505 012700	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2497	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.010014536411569	0.715360895423612	962	1487	11614	61482437.7811094	55
20240505 013731	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1906	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0100513426563305	0.708412574029473	950	1447	11921	61650133.4332834	56
20240505 014428	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1061	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0100600144704017	0.686380116846665	761	1403	11348	62604515.7421289	57
20240505 015129	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1061	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0100600144704017	0.686380116846665	761	1403	11348	62604515.7421289	58
20240505 020034	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1603	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0101148424067917	0.681819266053705	725	1406	11509	62585023.988006	59
20240505 020845	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1409	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0103430374060614	0.68590945390394	712	1419	10973	63100010.4947526	60
20240505 022443	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2806	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0100577843200954	0.690644625643892	685	1423	12306	61057112.4437781	61
20240505 023241	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1296	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0101084788236272	0.670498210861963	762	1405	10893	62878481.2593703	62
20240505 024134	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1502	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0100777991785296	0.668133302102242	766	1401	11165	62154955.0224888	63
20240505 025021	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1502	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0100777991785296	0.668133302102242	766	1401	11165	62154955.0224888	64
20240505 025757	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1223	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0102548805258354	0.670311936136504	746	1412	11453	62086817.0914543	65
20240505 030447	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1016	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.010051151248072	0.672456856035988	727	1430	11231	62418244.3778111	66
