fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20240505 215613	1052	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	4	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.268514139706595	0.877564832158687	1847	566	12234	55879409.2953523	17
20240505 215828	1052	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	14	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.159957114675654	0.791238228558156	865	651	13269	57218367.3163418	18
20240505 220056	1052	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	21	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.166059244111545	0.739261712398313	453	457	13313	59244568.2158921	19
20240505 220258	1052	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.183503593139811	0.782545640876497	322	291	15939	51100661.1694153	20
20240505 220511	1052	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.153733207982127	0.727141019415514	815	615	15937	50842433.2833583	21
20240505 220752	1052	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	7	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.171333887299035	0.863855991486486	1455	428	15229	51486313.3433283	22
20240505 221026	1052	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.157677673886308	0.687600297900496	733	425	21060	46250344.8275862	23
20240505 221239	1052	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	8	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.226370571296997	0.85558364058527	1568	640	12688	56080467.7661169	24
20240505 221453	1052	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	7	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.240337050390601	0.847835098107357	1571	618	13321	55873581.7091454	25
20240505 221715	1052	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	17	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.265435094141851	0.866533795767627	1691	495	9846	57380920.5397301	26
20240505 221935	1052	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	5	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.276439042175477	0.867406372367535	1727	471	12095	55920097.4512744	27
20240505 222154	1052	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	6	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.280335546936079	0.856451751875564	1728	476	11543	54996547.2263868	28
20240505 222414	1052	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	14	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.172947718288308	0.753212129946	441	464	13306	58483739.1304348	29
20240505 222713	1052	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	30	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.170700514355663	0.735258159870852	1080	301	12241	56587944.5277361	30
20240505 222916	1052	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	10	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.220764439098075	0.740962716608284	332	448	12422	56560446.7766117	31
20240505 223150	1052	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	9	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.118465902614442	0.744520773608743	550	447	15777	53733587.7061469	32
20240505 223342	1052	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.173474745572917	0.742650972588949	283	369	15285	47767608.6956522	33
20240505 223606	1052	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	48	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.262910734018662	0.762258323714721	466	486	11744	54793067.4662669	34
20240505 223834	1052	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.184964942756125	0.741499486307821	1304	472	15947	52819929.5352324	35
20240505 224049	1052	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.268726705745829	0.873595707488874	1008	531	15227	53561638.6806597	36
20240505 224317	1052	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	10	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.272501018674292	0.798261149559995	1869	309	14096	57123934.0329835	37
20240505 224541	1052	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.273061016457156	0.795535389859589	1907	287	13127	46424637.1814093	38
20240505 224757	1052	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	4	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.244293206402228	0.815618378196414	1611	560	13201	54991242.8785607	39
20240505 225008	1052	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	4	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.22410630737504	0.861573816604726	1752	665	13261	54553251.874063	40
20240505 225227	1052	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.220322722873684	0.806490406520169	514	526	16467	48400379.3103448	41
20240505 225443	1052	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	6	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.250850029028264	0.880028143688156	1809	613	12581	55688064.4677661	42
20240505 225700	1052	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	5	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.258438864740599	0.899249909589465	1715	562	12475	56225554.7226387	43
20240505 225915	1052	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.258148925610479	0.899925818299105	1722	570	13925	54789497.7511244	44
20240505 230125	1052	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.262300305061821	0.87596066417139	1914	649	15111	49269878.5607196	45
20240505 230344	1052	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	4	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.238132404919591	0.867909728954683	1575	537	14102	54545454.2728636	46
20240505 230605	1052	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	4	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.24016522718992	0.862326520194758	1583	535	16791	53539923.5382309	47
20240505 230825	1052	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	12	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.245886634996421	0.852960260871775	1583	539	12436	58329241.3793103	48
20240505 231044	1052	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	8	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.246768562298842	0.848771819242737	1589	538	13162	56423745.1274363	49
20240505 231308	1052	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	42	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.276536805202867	0.810291058560928	1717	506	11845	53799212.8935532	50
20240505 231528	1052	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	6	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.230353263279353	0.842624889709696	1699	552	11801	56529833.5832084	51
20240505 231753	1052	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	11	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.241795458987736	0.899142828261295	1497	514	15595	55461656.6716642	52
20240505 232013	1052	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.194542456248414	0.844413741100381	1728	553	16441	48561677.6611694	53
20240505 232229	1052	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	5	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.278036886627071	0.883920058292173	1424	519	14152	57586338.8305847	54
20240505 232449	1052	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	15	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.281475294350217	0.899780613293617	1360	499	13072	58608587.7061469	55
20240505 232705	1052	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.290806520730276	0.89998692199873	1331	493	13677	52839044.9775112	56
20240505 232924	1052	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	4	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.276930269441291	0.899461849159125	1362	495	14825	54517983.5082459	57
20240505 233142	1052	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	5	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.277825996538603	0.899967381889427	1395	506	11925	54919752.6236882	58
20240505 233358	1052	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.273195774594304	0.899639895254803	1401	512	13989	49141365.8170915	59
20240505 233614	1052	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.270475456211883	0.846381329295006	1491	537	15434	52835211.3943028	60
20240505 233834	1052	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.255675942414117	0.885242162516492	1477	494	15891	51951347.826087	61
20240505 234056	1052	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	12	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.259286024193657	0.86825403314186	1491	512	14604	55384461.7691154	62
20240505 234316	1052	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	11	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.262975487755335	0.869804324113739	1508	517	13878	55376194.9025487	63
20240505 234535	1052	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	12	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.263620430954946	0.867178865310072	1508	523	11235	56686364.3178411	64
20240505 234749	1052	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	6	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.300378506784368	0.771240649751117	1545	481	14088	53981757.1214393	65
20240505 235040	1052	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	202	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.315266502677826	0.862489259162321	1586	576	13820	51239370.3148426	66
