fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20240509 033627	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	36	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0277086620011813	0.819012034678371	2047	1612	14872	53438632.6836582	22
20240509 033901	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.175318104818528	0.802270719938729	1713	442	16547	48174592.203898	23
20240509 034144	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	118	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.199583777881334	0.811009334645355	1189	712	13372	56790026.9865067	24
20240509 034358	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	15	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.123911408555269	0.856983475957913	753	719	14196	56998746.6266867	25
20240509 034607	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.121770703158242	0.873081144065829	748	725	16752	50688887.5562219	26
20240509 034817	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	4	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.244801192323111	0.727360510519508	1513	691	15634	50645886.0569715	27
20240509 035021	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	4	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.265220661121046	0.899333516874375	1423	743	13119	55210316.3418291	28
20240509 035226	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	4	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.286717686732647	0.898880697199414	1725	749	10482	55249412.2938531	29
20240509 035432	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	5	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.224159099368557	0.899447757915695	1840	752	14548	56005475.2623688	30
20240509 035638	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	5	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.255299502503617	0.899897273381124	1635	758	11884	55840713.6431784	31
20240509 035944	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	216	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.245997380804741	0.899888987658523	1636	762	13069	54430601.1994003	32
20240509 040305	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.011851490009693	0.655099918519376	304	514	12957	55877965.5172414	33
20240509 040726	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0102201031321276	0.653058889449632	521	507	13127	56750634.1829085	34
20240509 041147	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	7	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0111553730232809	0.667509009240818	503	487	15378	56971067.4662669	35
20240509 041557	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0124475093479726	0.674612026321073	514	466	13568	54167484.2578711	36
20240509 041911	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	6	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0225533526500453	0.652397236551112	648	534	14994	55708854.5727136	37
20240509 042119	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	4	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.197473593461677	0.684755551938533	325	532	14389	53702985.0074963	38
20240509 042537	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	5	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0106729240831121	0.624573895110299	947	494	15603	55557356.8215892	39
20240509 042718	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.119964444042615	0.86353417489413	1585	1469	13614	47493052.4737631	40
20240509 042929	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	4	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0882798314481746	0.854536545215293	1728	751	13873	53483608.6956522	41
20240509 043138	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	4	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.264426297859053	0.887797322149378	2047	731	13879	55547707.6461769	42
20240509 043420	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	36	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.174826224612346	0.660419562997708	1004	447	16079	55886838.0809595	43
20240509 043653	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	62	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.243850580310565	0.642905661123671	572	432	13486	55998791.6041979	44
20240509 043848	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	5	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.206993397389363	0.849142694806698	279	721	16561	53300208.3958021	45
20240509 044124	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	11	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0870978184560044	0.651505948449046	541	359	14297	52894007.4962519	46
20240509 044354	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0760187050979563	0.665033491742929	1443	524	12183	55646922.0389805	47
20240509 044624	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	22	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.20319028120696	0.762925048588498	1258	497	11624	56330278.8605697	48
20240509 044758	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.309676930535059	0.833658969171848	1914	1684	15312	50568707.6461769	49
20240509 045003	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	5	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.220539504044946	0.786389945478297	740	713	12091	54275305.8470765	50
20240509 045214	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	4	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.312180613284808	0.749641949136107	1077	455	11916	54964923.5382309	51
20240509 045421	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	5	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.347335139464898	0.644959741781093	730	489	12585	53842661.1694153	52
20240509 045701	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	6	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0505665645003132	0.762176305585267	1036	532	16500	52516371.814093	53
20240509 045912	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	11	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.333324680679087	0.765641290774671	1177	459	11817	55585401.7991005	54
20240509 050142	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.157537396565702	0.634222124496231	1219	452	13405	51942361.3193403	55
20240509 050410	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	329	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0111838851658971	0.611229416107432	28	510	11830	57795217.3913044	56
20240509 050634	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	295	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0118560491735561	0.610187131018837	20	508	12001	56879038.9805097	57
20240509 050821	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	37	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0563919790665588	0.615101417717168	163	567	12674	58450143.928036	58
20240509 051026	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	31	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0330393248044074	0.617307062672543	182	522	14458	56693646.1769115	59
20240509 051259	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	22	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0563635308544842	0.612162772500924	795	583	14395	56777278.8605697	60
20240509 051405	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	96	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.154333392392337	0.612511354110235	35	559	12375	58185464.7676162	61
20240509 051459	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	36	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0892452867281672	0.612803653080962	13	613	12379	55331965.5172414	62
20240509 051708	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.143286467939677	0.613576390114431	354	531	13560	49302488.7556222	63
20240509 051910	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	297	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0103742328116417	0.625583351975791	8	575	13215	53780187.4062968	64
20240509 052038	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	49	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0132100719276335	0.619415736541858	8	490	13532	52755544.2278861	65
20240509 052411	1050	300425	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	185	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100003	0.0106889491076625	0.605049799094561	179	571	12218	58923691.1544228	66
